location,time,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta
 151.21 -33.87   39.0, 0  8 325 11 2024,    236.0400,      1.9295,    318.4626,      0.6102,    477.3854,      0.8188, 100528.6833,      2.4790,     51.6939,     20.6290,    -41.1270,  237.7209,0.248343
  -0.13  51.51   11.0, 0  8 325 11 2024,    291.1316,      9.7112,    304.9872,      0.2327,   1070.2467,      0.5728,  73050.4606,      0.6075,     28.7736,    -20.6851,    103.4214,  291.1316,0.205615
 151.21 -33.87   39.0, 0 12  75  3 2024,    312.2499,     11.8250,    202.0912,      0.5169,    934.1874,      0.5754,  64596.5386,      1.9217,      0.5046,     23.4917,     54.0453,  316.4746,0.185340
  28.05 -26.20 1753.0, 0 16 299 10 2024,    304.8285,      5.1104,    316.1631,      0.4058,     38.1748,      0.1315,  60016.7820,      3.9151,     62.8828,    -23.2803,   -103.8108,  304.8285,0.194657
 103.82   1.35   15.0, 0  9 266  9 2024,    291.7953,      2.2944,    168.8283,      0.7058,    633.7938,      0.4334,  88295.1352,      0.7391,      9.2592,    -24.8694,      2.2885,  298.9875,0.199330
  28.05 -26.20 1753.0, 0 14 228  8 2024,    238.5247,      8.2319,     99.4868,      0.5352,   1117.3303,      0.0857,  69500.4603,      2.6852,     13.3130,      9.6511,    126.1060,  249.9563,0.238555
  -0.13  51.51   11.0, 0 13 172  6 2024,    283.5025,     10.0755,     68.3389,      0.5816,    991.5972,      0.3211,  65068.5713,      3.5675,     71.7665,     23.6837,   -116.4503,  283.5025,0.211718
 -87.63  41.88  181.0, 0 12 355 12 2024,    283.4820,      5.2455,    158.9595,      0.5679,    360.6413,      0.8189,  85366.8594,      1.6254,     10.2007,    -42.3132,     86.8568,  283.9338,0.211373
 139.69  35.69   40.0, 0 16 299 10 2024,    248.3397,      3.5426,    247.5555,      0.3522,    950.3847,      0.3233,  82393.3909,      2.0438,     80.0313,      5.3903,    137.7891,  252.2120,0.236750
 151.21 -33.87   39.0, 0 14 228  8 2024,    238.7883,     20.0943,    102.5124,      0.2876,   1057.4223,      0.0950,  90099.1580,      1.1625,     56.3269,     -8.9488,    160.7076,  247.9180,0.240186
  28.05 -26.20 1753.0, 0  8 325 11 2024,    320.7303,     13.1054,    134.3134,      0.6712,    600.1375,      0.1750,  69845.7597,      2.0780,      5.7011,    -23.5746,   -135.1212,  324.1992,0.179161
 -87.63  41.88  181.0, 0 12  75  3 2024,    303.4148,     22.2826,    323.6718,      0.1644,    225.4842,      0.6213,  88520.8617,      3.3842,     77.1215,     41.7221,    -83.0776,  303.5146,0.195708
 103.82   1.35   15.0, 0 14 228  8 2024,    298.3967,     24.1628,    191.1773,      0.8536,   1027.7806,      0.1417,  72651.0243,      0.7867,     28.0323,      2.9158,    142.8027,  307.0995,0.192840
 103.82   1.35   15.0, 0 15 105  4 2024,    299.4232,      1.8514,    308.6899,      0.0197,    861.7782,      0.4937,  61860.9489,      1.7318,     71.8877,    -12.6592,      0.1081,  300.4411,0.198167
  28.05 -26.20 1753.0, 0 11 202  7 2024,    306.6057,     10.6454,    238.8927,      0.2225,    751.3084,      0.6051,  95320.4134,      2.2567,     58.7281,     43.4317,     27.6150,  306.6057,0.193235
  -0.13  51.51   11.0, 0 12 355 12 2024,    278.8721,     23.9505,     56.7843,      0.8411,    911.6800,      0.5225,  77315.7756,      4.8444,      5.7902,     31.6740,    -47.3826,  279.5804,0.214856
 103.82   1.35   15.0, 0 14 228  8 2024,    241.9406,     13.7511,    323.3302,      0.0875,    113.5783,      0.6259,  94056.7395,      4.6303,     53.2386,     35.2169,     53.9392,  242.1730,0.244782
  55.30  25.20    5.0, 0 13 172  6 2024,    294.5307,      7.1243,     83.1213,      0.2541,    712.6212,      0.3662,  65422.6293,      1.0090,     14.9189,    -15.4265,     71.6672,  304.0932,0.195245
  55.30  25.20    5.0, 0 14 228  8 2024,    290.3885,     12.3861,    273.0378,      0.7172,   1341.6311,      0.3312,  87876.6278,      3.5227,      6.5981,     -7.2159,     -1.0315,  298.7731,0.199502
-122.00  37.50   25.0, 0 10 135  5 2024,    296.7830,     14.0257,    295.2386,      0.8782,     91.8979,      0.1414,  61376.8065,      2.2183,     34.4084,     27.9036,   -103.0485,  297.4930,0.200526
  28.05 -26.20 1753.0, 0 11 202  7 2024,    264.8905,      3.7751,    244.1411,      0.2764,    271.2273,      0.5556, 101093.5054,      3.2855,     71.3764,    -13.4149,   -164.0564,  267.2088,0.224753
  -0.13  51.51   11.0, 0 10 135  5 2024,    250.2680,     22.7324,    237.4654,      0.6961,    586.6490,      0.8849,  84698.6425,      2.6518,     87.6532,     19.9189,     74.6411,  250.2680,0.238306
 151.21 -33.87   39.0, 0 11 202  7 2024,    322.1084,     15.6827,     87.0291,      0.9761,    519.1522,      0.4459,  72905.3059,      1.0012,      5.5309,     15.3141,   -122.3348,  324.4860,0.178931
 151.21 -33.87   39.0, 0 13 172  6 2024,    267.5628,     22.9081,     44.9239,      0.5958,   1296.2351,      0.8314,  91068.1493,      3.0924,     48.6351,     -0.4403,    128.3581,  268.7081,0.223554
 -87.63  41.88  181.0, 0  8 325 11 2024,    258.6784,      3.2533,      2.3951,      0.2491,    383.1317,      0.8213,  73360.7081,      4.0050,     57.0740,    -28.9007,    -87.8922,  259.7033,0.230757
 -87.63  41.88  181.0, 0  8 325 11 2024,    248.4021,     19.0987,    137.9101,      0.5871,    224.8902,      0.8553,  66774.6973,      3.6051,     68.9093,     43.3414,   -118.8195,  248.4763,0.239739
 -87.63  41.88  181.0, 0  9  46  2 2024,    252.1152,      4.7915,     91.8681,      0.6751,   1109.2763,      0.3589,  69775.2175,      2.5815,     20.0223,     16.1369,    -95.4852,  259.5188,0.230905
  28.05 -26.20 1753.0, 0  6  15  1 2024,    300.0719,     20.3858,     82.4102,      0.2580,    584.7698,      0.6398,  78823.0037,      1.8224,     12.9140,    -16.8203,     42.7835,  300.1920,0.198366
  55.30  25.20    5.0, 0 11 202  7 2024,    317.2775,      0.0700,    294.3866,      0.6828,    842.0093,      0.7237,  91535.0074,      4.4911,     60.5791,      1.2353,     70.4420,  319.6878,0.182770
  -0.13  51.51   11.0, 0 12  75  3 2024,    301.7829,     23.9051,     43.6536,      0.9223,    820.1295,      0.7888,  62533.5144,      0.6181,     86.7332,     15.3714,     76.2465,  302.1924,0.196766
 -46.63 -23.55  760.0, 0 11 202  7 2024,    287.6921,      1.2992,    227.8425,      0.5544,    712.5250,      0.2189,  68778.9918,      4.2396,     13.6419,     36.3219,     -9.9765,  294.5151,0.202908
  -0.13  51.51   11.0, 0 12 355 12 2024,    261.3094,     24.4973,    216.2136,      0.1852,   1334.5545,      0.2722,  71648.1901,      0.7780,     85.3924,    -18.4196,    -88.4505,  261.7248,0.229140
 -87.63  41.88  181.0, 0 12  75  3 2024,    298.0216,     22.2200,    315.9741,      0.3228,    742.4226,      0.6915,  92690.4426,      4.2117,     17.1054,    -33.4642,     57.7780,  299.0022,0.199318
  -0.13  51.51   11.0, 0 12  75  3 2024,    245.2578,      1.9039,    209.3179,      0.5018,   1347.2888,      0.5914,  66234.4854,      1.4428,     39.6471,     26.1896,   -147.5802,  245.5142,0.242109
  55.30  25.20    5.0, 0  8 325 11 2024,    272.9060,     18.3560,    287.2996,      0.3282,   1248.4738,      0.8856,  82475.2219,      4.7842,     61.1828,     -0.6769,     77.6403,  272.9060,0.220195
 -87.63  41.88  181.0, 0 15 105  4 2024,    277.0097,     20.7218,    299.6939,      0.3463,   1340.2737,      0.0298,  68931.9161,      2.7192,     87.3167,    -18.0111,    -44.8302,  277.0097,0.216912
  28.05 -26.20 1753.0, 0 12 355 12 2024,    297.2800,     17.1090,    329.0337,      0.2934,    127.7139,      0.1194,  85252.9330,      1.9347,     11.3487,    -24.3415,     43.0995,  298.2674,0.199906
  -0.13  51.51   11.0, 0 14 228  8 2024,    290.9230,      7.3651,     87.0673,      0.7270,   1218.7473,      0.9527,  81165.9483,      1.0016,     66.1113,     21.3022,    -55.3173,  291.1398,0.205608
 103.82   1.35   15.0, 0 15 105  4 2024,    305.7520,      0.5183,    257.3866,      0.9623,    899.8750,      0.3627,  88044.9661,      1.4246,     89.6934,     39.1958,    159.8201,  311.7270,0.189138
  28.05 -26.20 1753.0, 0 16 299 10 2024,    234.9634,      4.5656,    204.6500,      0.8453,    532.2344,      0.7737,  94990.6644,      4.8403,     72.9648,     20.4910,    116.0510,  236.8629,0.249030
  -0.13  51.51   11.0, 0 12  75  3 2024,    275.7238,      2.1731,    219.7256,      0.5701,     36.5087,      0.6314,  85694.7057,      2.0123,     12.8965,    -34.0436,    110.7170,  275.8813,0.217815
 103.82   1.35   15.0, 0  9 266  9 2024,    322.6556,      2.7918,    303.5649,      0.9600,    975.7685,      0.3616,  64658.0991,      0.6166,     73.9057,    -38.3415,    115.4639,  322.6556,0.180395
  28.05 -26.20 1753.0, 0  9 266  9 2024,    285.6893,      2.1198,      2.0894,      0.3903,     34.5784,      0.7624,  97919.7263,      3.0779,     79.5723,     28.6736,   -130.0608,  285.8477,0.209842
 139.69  35.69   40.0, 0 15 105  4 2024,    245.8757,     24.4818,    300.8543,      0.1693,   1013.6195,      0.3375,  82075.6657,      2.1037,     50.1833,      4.6898,    -45.4219,  246.7010,0.241159
 -46.63 -23.55  760.0, 0 10 135  5 2024,    274.6982,     20.3168,    155.1379,      0.1165,    949.4926,      0.4033,  61076.0962,      4.8624,     33.0472,     21.9167,    -15.1465,  275.6387,0.218009
  28.05 -26.20 1753.0, 0  9  46  2 2024,    302.8423,     21.4045,     66.0455,      0.0672,    259.5434,      0.0924, 100428.5293,      4.9158,     86.4501,    -19.4153,    -67.1744,  303.7993,0.195481
 151.21 -33.87   39.0, 0 16 299 10 2024,    296.3013,      9.4426,    254.9893,      0.3116,   1081.3162,      0.4982,  64197.5205,      1.3823,     71.7683,     39.5502,   -103.1561,  296.3013,0.201479
  55.30  25.20    5.0, 0 15 105  4 2024,    248.2891,     11.2456,      5.1528,      0.8976,    405.8893,      0.5123,  81063.0005,      2.0636,      5.2312,     -9.2996,     88.6111,  250.1855,0.238372
 151.21 -33.87   39.0, 0 12 355 12 2024,    258.3818,     16.6493,     83.4771,      0.2097,   1226.9794,      0.8925,  80599.4947,      1.6779,     38.1433,     13.3143,    100.0886,  259.4317,0.230975
-112.07  33.45  331.0, 0 10 135  5 2024,    264.1078,      1.8893,    112.0767,      0.9532,    907.8109,      0.4986,  79074.1880,      3.1479,     22.5602,     13.4983,     24.6399,  273.2992,0.219881
  28.05 -26.20 1753.0, 0 12 355 12 2024,    280.0209,     10.7836,    350.9663,      0.1611,   1102.8797,      0.9813,  81223.1785,      2.2933,     84.7735,    -30.8221,    -22.4518,  280.0317,0.214495
-112.07  33.45  331.0, 0 10 135  5 2024,    248.4322,     16.9838,    178.7063,      0.6064,    848.7786,      0.4076,  85797.8193,      2.2510,     36.8118,     30.8917,    -52.4337,  252.1515,0.236799
-112.07  33.45  331.0, 0  9  46  2 2024,    275.0933,     13.9579,    245.6632,      0.2868,   1040.0105,      0.7756,  66970.5161,      3.3481,     77.7531,    -15.7041,    -57.6863,  277.1570,0.216794
 103.82   1.35   15.0, 0 12  75  3 2024,    261.7429,     16.7876,    144.0711,      0.4755,    436.5929,      0.7127,  69107.8322,      2.5430,     54.6015,     10.3547,     20.7173,  262.3964,0.228603
-122.00  37.50   25.0, 0 13 172  6 2024,    290.1835,     14.3238,    265.8023,      0.1442,    941.4165,      0.4383,  84691.6262,      2.1552,     88.2360,    -13.8143,   -158.0696,  290.1835,0.206373
  28.05 -26.20 1753.0, 0  9 266  9 2024,    290.4312,      9.9406,    282.4078,      0.0253,     68.5630,      0.6459,  93464.0215,      3.9646,     16.3780,      1.1038,    -20.9603,  290.6193,0.206025
-122.00  37.50   25.0, 0 15 105  4 2024,    315.0655,      2.5097,    319.5683,      0.9203,    406.2278,      0.8376,  96759.5515,      2.3410,     40.7035,     22.4258,    138.6509,  316.1445,0.185604
  55.30  25.20    5.0, 0  6  15  1 2024,    237.7739,     13.5312,    201.2152,      0.9133,   1065.9731,      0.7965,  94011.0467,      1.3560,     57.4304,     34.0394,   -153.6557,  238.0088,0.248113
  55.30  25.20    5.0, 0 12 355 12 2024,    281.5101,      3.7257,     86.1349,      0.4934,    784.4747,      0.8874,  62839.9439,      2.0772,     61.6475,      9.6245,   -145.7715,  281.5101,0.213312
-122.00  37.50   25.0, 0  8 325 11 2024,    288.0294,     10.8010,    337.9537,      0.0532,   1328.7650,      0.5505,  81389.8973,      3.0831,     28.9143,    -12.8326,    136.5268,  288.0294,0.208096
 151.21 -33.87   39.0, 0 10 135  5 2024,    322.0321,     15.5880,    355.9833,      0.0221,    581.5310,      0.6606,  66312.6137,      3.8235,      2.2182,     24.3269,    -95.6102,  322.8908,0.180207
  55.30  25.20    5.0, 0  8 325 11 2024,    278.4506,      7.6908,    300.8108,      0.0506,    163.1109,      0.9547,  72322.4538,      1.5381,     29.3392,      4.7266,     59.7538,  278.4539,0.215757
  -0.13  51.51   11.0, 0 16 299 10 2024,    250.1847,     21.2439,     67.9525,      0.8634,    703.0019,      0.6643,  72377.0747,      1.8679,     74.3280,     15.1164,     -6.2368,  250.9871,0.237730
 103.82   1.35   15.0, 0  6  15  1 2024,    247.4968,      3.2436,    307.1056,      0.2201,   1293.3011,      0.4600,  76390.7104,      3.1124,     16.1437,     19.6980,   -115.9274,  250.2563,0.238315
  28.05 -26.20 1753.0, 0 12 355 12 2024,    310.7209,     23.3671,    311.0884,      0.9100,   1104.8884,      0.1551,  73780.9568,      3.9472,     87.8344,      1.3819,    177.2051,  311.2211,0.189543
 103.82   1.35   15.0, 0  9 266  9 2024,    277.0125,      1.4171,    148.1629,      0.5125,    698.9909,      0.0820,  94659.5331,      2.8103,     32.8980,     -6.2064,   -124.5736,  293.3945,0.203804
  -0.13  51.51   11.0, 0  6  15  1 2024,    319.2534,      3.1001,     18.5934,      0.3876,    275.4992,      0.8467,  83505.3186,      2.6289,     20.7914,     36.1958,    108.7637,  319.2534,0.183117
-122.00  37.50   25.0, 0  9 266  9 2024,    298.8510,     12.2372,     63.8102,      0.6110,    216.1067,      0.4743, 101123.7663,      3.3626,     50.7477,     41.5685,     -2.2924,  299.5142,0.198909
  -0.13  51.51   11.0, 0 12  75  3 2024,    321.6027,     20.3256,    144.2644,      0.3560,   1228.3822,      0.9224,  85504.6620,      2.2881,     61.0529,    -30.7133,   -175.2847,  321.6027,0.181238
 151.21 -33.87   39.0, 0 11 202  7 2024,    245.2995,     16.7986,    223.4883,      0.6402,    406.5673,      0.4549,  87898.1966,      3.3238,     65.9076,     34.3356,      1.4721,  245.2995,0.242280
-112.07  33.45  331.0, 0  9 266  9 2024,    256.2282,      6.7999,    349.5481,      0.5695,     58.1218,      0.0581,  94813.7594,      3.8983,     51.2645,     16.0685,   -172.5698,  256.3292,0.233457
 -87.63  41.88  181.0, 0  6  15  1 2024,    274.8079,     14.0425,    310.6340,      0.5043,    960.0316,      0.2346,  64294.9080,      0.8073,     78.2421,    -24.5075,    118.1253,  274.8079,0.218674
 -46.63 -23.55  760.0, 0  9 266  9 2024,    278.9782,     24.5181,    141.8484,      0.7525,    749.7163,      0.4965,  73611.3910,      0.5783,      4.8858,     -2.0812,    117.0564,  281.4005,0.213400
 151.21 -33.87   39.0, 0  9 266  9 2024,    252.9590,      1.0128,    312.9323,      0.1293,    279.6329,      0.4916,  82809.4631,      3.5095,     57.6852,    -18.4683,    134.2507,  253.4051,0.235796
  28.05 -26.20 1753.0, 0  9  46  2 2024,    309.6268,      6.4398,     46.0930,      0.7693,    505.3944,      0.4462,  63440.6765,      1.0882,     82.0507,     21.2650,    175.4827,  310.4769,0.190139
  55.30  25.20    5.0, 0  8 325 11 2024,    250.1336,     20.3363,    172.4945,      0.5851,    352.9890,      0.2361,  74738.8325,      1.2458,      6.6161,      3.7468,    117.1471,  250.5574,0.238074
 -46.63 -23.55  760.0, 0 13 172  6 2024,    267.6117,     14.2400,    293.3624,      0.8802,    287.7302,      0.5256,  64478.9379,      3.3674,     48.5454,     16.2816,    -68.7941,  267.6990,0.224361
 -87.63  41.88  181.0, 0  9  46  2 2024,    236.1242,      3.6880,    261.0989,      0.0099,    612.7389,      0.4119,  97715.1208,      4.4189,     79.2156,    -42.3282,    -73.4423,  241.0975,0.245642
 -46.63 -23.55  760.0, 0 12 355 12 2024,    288.8523,     10.0680,    155.8612,      0.6267,    689.6094,      0.1289,  97985.0153,      3.2564,     48.8323,     11.0776,     23.0036,  293.7479,0.203522
 103.82   1.35   15.0, 0  8 325 11 2024,    247.1703,     21.6381,    144.9208,      0.5363,    973.8996,      0.1770,  67153.3401,      4.9464,     30.5794,     12.4661,   -132.0594,  250.0106,0.238512
 151.21 -33.87   39.0, 0 15 105  4 2024,    238.9419,      1.3844,    352.2526,      0.6792,    333.6837,      0.6835,  74050.6956,      3.7059,     40.1122,     -6.5649,    155.0029,  241.4169,0.245386
 -87.63  41.88  181.0, 0 12  75  3 2024,    311.1083,     15.2704,     19.7458,      0.3491,    672.2319,      0.7102,  66823.6517,      2.1890,     26.2808,    -32.6092,     17.0567,  312.7183,0.188345
 151.21 -33.87   39.0, 0 13 172  6 2024,    237.8975,      7.3337,     22.0653,      0.0107,    392.6464,      0.2790,  78009.6127,      2.7056,     18.0679,     38.9350,     71.8311,  239.4779,0.246938
  -0.13  51.51   11.0, 0  6  15  1 2024,    311.3197,     18.8263,    356.8976,      0.5940,     65.9120,      0.7141,  79660.4931,      2.4776,     80.4473,      9.3684,     77.0811,  311.3197,0.189464
  -0.13  51.51   11.0, 0 16 299 10 2024,    280.9535,     12.5128,     99.3185,      0.4520,    256.0960,      0.7355,  83103.4689,      1.9036,     66.9440,      0.8495,   -161.9224,  280.9535,0.213757
-112.07  33.45  331.0, 0 13 172  6 2024,    262.5884,      9.2720,    334.5857,      0.5855,    325.1366,      0.4867,  97772.8393,      2.5447,     31.3316,     21.8033,    -28.6049,  264.3373,0.227050
 103.82   1.35   15.0, 0 12  75  3 2024,    300.9632,      6.6991,     70.6514,      0.7475,    140.4856,      0.0758,  87359.8653,      4.8770,     75.7996,    -14.4530,   -177.2146,  301.3458,0.197443
 103.82   1.35   15.0, 0  9  46  2 2024,    266.0660,     24.1755,    353.6249,      0.4326,    875.2774,      0.0035,  75465.1972,      4.1697,     30.8473,     -2.0734,     29.9397,  268.6782,0.223577
 151.21 -33.87   39.0, 0 14 228  8 2024,    237.2256,      0.6501,    239.7236,      0.5365,   1273.8287,      0.1634,  69032.6160,      4.8200,     27.3756,     -9.1115,     37.6492,  249.8111,0.238671
-112.07  33.45  331.0, 0 16 299 10 2024,    244.7176,      8.2811,    187.2714,      0.6039,    820.3724,      0.0895,  72563.4435,      1.1084,     72.6510,     -3.9846,     68.2209,  258.7596,0.231512
 -87.63  41.88  181.0, 0 10 135  5 2024,    275.1244,     10.7005,     11.2460,      0.3904,    802.4980,      0.2103,  96851.7814,      2.3038,     47.9763,    -27.2275,   -102.4211,  281.3584,0.213433
 103.82   1.35   15.0, 0  6  15  1 2024,    321.6967,     15.3444,      8.3370,      0.4043,    700.9217,      0.7854,  90668.4437,      4.8702,     77.0021,     19.4846,    149.9083,  321.6967,0.181163
  -0.13  51.51   11.0, 0  6  15  1 2024,    260.3592,     18.3201,     11.1422,      0.1237,    501.7015,      0.5276,  92696.7046,      4.0909,     84.6113,     -2.7587,    -27.2163,  261.4977,0.229322
  28.05 -26.20 1753.0, 0  9 266  9 2024,    286.1595,      7.7713,    260.6577,      0.7009,    806.5203,      0.4306,  79046.0144,      2.3194,     51.8955,     15.0886,    -98.6020,  293.2973,0.203882
 103.82   1.35   15.0, 0 10 135  5 2024,    275.5920,     17.9228,    132.7532,      0.5155,    430.9895,      0.8909,  72289.3555,      3.0840,      0.9634,    -16.5947,    -14.4238,  275.8767,0.217819
-112.07  33.45  331.0, 0 10 135  5 2024,    262.3984,      9.9963,    356.2031,      0.7585,    955.6541,      0.2989,  95553.2763,      3.4680,     53.2031,    -17.8955,    -19.2135,  268.5278,0.223698
-112.07  33.45  331.0, 0 14 228  8 2024,    287.0129,     13.1519,    105.9812,      0.6479,    758.1882,      0.6104,  90385.6065,      1.5463,     32.3497,     37.2370,     32.0001,  290.0274,0.206498
  55.30  25.20    5.0, 0 13 172  6 2024,    276.4483,     15.5082,     50.7171,      0.6270,    230.8092,      0.6020,  68198.0763,      3.8205,     65.8750,    -16.0341,    126.4413,  276.8811,0.217015
  -0.13  51.51   11.0, 0 13 172  6 2024,    250.6269,      1.2975,     86.5555,      0.0131,    927.6367,      0.7869,  62200.4873,      1.2547,     52.3761,     -1.5779,   -124.8189,  251.6732,0.237181
 -87.63  41.88  181.0, 0 12  75  3 2024,    267.2101,     22.1887,     46.4001,      0.5639,    789.5695,      0.4644,  62469.3498,      2.7731,     22.7376,      9.7240,   -165.5650,  268.2543,0.223917
 103.82   1.35   15.0, 0  9  46  2 2024,    299.5808,      9.8825,    277.5052,      0.5589,    247.7065,      0.4716,  98545.3266,      2.2029,     63.5834,     -4.5185,   -130.4840,  300.7663,0.197907
  55.30  25.20    5.0, 0 15 105  4 2024,    308.5281,     14.7387,    353.6991,      0.2883,    896.2010,      0.2922,  70040.9504,      4.7584,     58.9075,    -19.2128,    104.9320,  313.6879,0.187570
 139.69  35.69   40.0, 0  9 266  9 2024,    262.4240,     21.0179,    125.0525,      0.4399,   1007.4957,      0.3638,  94373.9646,      3.9856,     88.8454,    -11.0001,    171.5378,  262.4240,0.228581
 151.21 -33.87   39.0, 0 15 105  4 2024,    279.7871,     19.9463,    291.0589,      0.9847,    765.6324,      0.6881,  65851.9852,      4.3342,     14.3391,    -17.8017,   -162.3392,  280.6525,0.213998
 151.21 -33.87   39.0, 0  9 266  9 2024,    235.5735,      3.7933,     23.4358,      0.9422,    397.0116,      0.0881,  94276.6941,      2.2177,     50.8174,    -19.9585,     19.0754,  235.5735,0.250061
-112.07  33.45  331.0, 0 12 355 12 2024,    296.3230,     22.1551,    153.6303,      0.6183,    519.5256,      0.4417,  61807.6154,      3.9860,     64.7765,    -25.6735,    149.6698,  296.3230,0.201462
 -46.63 -23.55  760.0, 0 12 355 12 2024,    314.7025,      3.4214,    228.0849,      0.6107,     20.3095,      0.8748,  92441.5078,      1.4078,     69.5751,      4.2278,    -28.6137,  314.7268,0.186739
 -46.63 -23.55  760.0, 0 14 228  8 2024,    314.4609,     16.8914,    187.5064,      0.5235,   1041.0302,      0.9524,  75619.3831,      3.2245,     77.9468,     28.3652,    -34.3879,  314.4609,0.186951
 151.21 -33.87   39.0, 0 10 135  5 2024,    314.2121,      4.2953,    303.7777,      0.9785,     11.3563,      0.7290,  76406.1217,      1.2897,     55.2782,    -29.0660,    -59.5294,  314.2345,0.187132
-122.00  37.50   25.0, 0 14 228  8 2024,    257.0788,     18.8743,    123.7422,      0.1110,    323.9776,      0.5473,  88585.0146,      0.5068,     38.7661,     20.0530,    168.8451,  257.9552,0.232156
  28.05 -26.20 1753.0, 0 10 135  5 2024,    319.7684,      2.8938,    287.2463,      0.0568,    742.5120,      0.3052,  68414.3377,      2.9283,      8.0975,     16.0129,    160.6984,  327.9147,0.176188
  28.05 -26.20 1753.0, 0  9  46  2 2024,    271.9416,     19.4224,    166.7721,      0.1202,    491.5294,      0.2747,  73584.0862,      4.8475,     15.9325,    -15.6060,     96.8018,  273.1783,0.219977
 103.82   1.35   15.0, 0 13 172  6 2024,    290.5294,      2.8166,    296.6503,      0.5128,    460.0980,      0.1891,  65934.0655,      2.8136,     10.7869,    -35.1034,      4.2628,  296.6169,0.201226
 103.82   1.35   15.0, 0  9  46  2 2024,    294.9669,     17.1884,    277.5133,      0.4173,    853.5183,      0.0218,  81166.2280,      3.2374,     12.9917,    -20.5647,    -28.3388,  300.0010,0.198519
  55.30  25.20    5.0, 0  8 325 11 2024,    265.3970,      1.9704,    156.3649,      0.2733,   1048.8522,      0.1118,  76138.8676,      3.3128,      4.0740,     20.6247,    -77.3830,  273.1536,0.219997
 103.82   1.35   15.0, 0 13 172  6 2024,    243.1946,     12.5090,    154.6923,      0.8947,    489.6698,      0.9219,  97600.4340,      4.0276,     76.2389,    -18.8354,   -172.9800,  243.3940,0.243805
  -0.13  51.51   11.0, 0 13 172  6 2024,    307.2945,     16.1744,    178.8766,      0.8772,   1336.1647,      0.0153,  99748.8943,      4.5506,     27.0068,     44.0625,   -112.2155,  312.1978,0.188762
 -87.63  41.88  181.0, 0  9  46  2 2024,    254.8457,      8.1740,    323.2494,      0.3909,    623.0410,      0.3579,  60047.5697,      2.8585,     34.3502,    -42.2517,   -112.4405,  257.0059,0.232915
 103.82   1.35   15.0, 0 14 228  8 2024,    311.3288,      0.8621,    329.5453,      0.4861,   1248.4484,      0.4974,  76346.3172,      2.8392,     50.1585,     -5.6426,    -96.6364,  315.0833,0.186453
  28.05 -26.20 1753.0, 0 12 355 12 2024,    280.7588,      2.6877,    238.1163,      0.2864,   1094.5247,      0.2425,  85821.8354,      4.8479,     73.9455,     21.0741,    -13.1297,  285.1598,0.210392
 -46.63 -23.55  760.0, 0 12 355 12 2024,    257.8125,     23.6943,    115.2675,      0.3927,   1161.8479,      0.9186,  88209.9696,      2.7702,     58.5719,     17.0973,   -167.4891,  258.0888,0.232049
 103.82   1.35   15.0, 0 14 228  8 2024,    288.5030,     22.9784,    337.0327,      0.4106,     36.6695,      0.6049,  79089.1646,      2.5049,     42.7353,    -16.5746,     -8.2739,  288.5426,0.207686
  55.30  25.20    5.0, 0 10 135  5 2024,    283.7553,     12.1784,    355.8949,      0.4001,   1037.9964,      0.5319,  88777.9912,      1.4219,     79.8953,     23.6460,    -14.6120,  285.8548,0.209836
-112.07  33.45  331.0, 0 12  75  3 2024,    313.7889,     22.3112,    318.7356,      0.5168,   1273.9885,      0.4641,  73160.9873,      3.9161,     46.9350,     38.4607,     -8.3943,  317.2240,0.184741
  -0.13  51.51   11.0, 0  8 325 11 2024,    269.9393,      4.4197,    108.7871,      0.1690,    275.9729,      0.3732,  89899.5533,      3.4993,     24.4501,      8.1577,    143.4125,  269.9393,0.222569
 -46.63 -23.55  760.0, 0 12  75  3 2024,    315.5683,      9.3034,    179.7886,      0.7385,    775.3206,      0.5017,  84396.4861,      1.1077,     28.6996,     39.2738,     48.2232,  319.5936,0.182845
  -0.13  51.51   11.0, 0  6  15  1 2024,    291.7466,     23.5348,     37.4178,      0.6351,   1162.4687,      0.7725,  60499.2055,      3.2072,     23.9838,     11.7578,     95.0171,  291.7466,0.205123
 -87.63  41.88  181.0, 0 11 202  7 2024,    249.9932,      2.9464,    169.2124,      0.7810,   1147.5941,      0.7576,  81258.0437,      2.1914,     84.1840,      8.6530,    168.2627,  249.9932,0.238525
 -46.63 -23.55  760.0, 0 11 202  7 2024,    273.8848,     11.2051,    121.6136,      0.9444,   1149.9158,      0.5453,  61872.9444,      3.2547,     30.5556,      8.5668,   -101.9404,  278.5377,0.215690
 103.82   1.35   15.0, 0  8 325 11 2024,    271.3021,     15.1875,    195.1181,      0.6672,    908.5298,      0.6208,  75033.9765,      1.1329,     51.3724,    -27.7397,    109.2132,  271.3021,0.221478
 151.21 -33.87   39.0, 0 12  75  3 2024,    299.9764,      0.2992,    307.1456,      0.7012,    292.3288,      0.4299,  85224.9882,      3.0295,     21.0055,      4.3978,   -125.0837,  304.9850,0.194532
  28.05 -26.20 1753.0, 0  9 266  9 2024,    320.8631,     23.1515,     74.9244,      0.3344,   1061.3056,      0.2624,  67378.8234,      2.6768,     62.9350,     21.5548,    -29.6366,  322.6501,0.180400
