location,time,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta
  -0.13  51.51   11.0, 0 11 202  7 2024,    297.9456,     13.9787,    149.0954,      0.1306,    917.8047,      0.6127,  72695.1581,      3.8575,      3.2358,    -12.0023,   -114.4326,  300.7962,0.197883
 -46.63 -23.55  760.0, 0 16 299 10 2024,    273.5485,     20.8160,    115.5489,      0.6895,   1324.7531,      0.4215,  97541.3456,      3.0151,     58.3557,    -33.0770,   -120.8926,  273.5485,0.219681
  55.30  25.20    5.0, 0  8 325 11 2024,    316.5400,      0.6166,     20.4136,      0.8688,    524.8167,      0.6876,  74823.2923,      1.1162,      4.3507,      9.8064,    162.2031,  317.8021,0.184278
  -0.13  51.51   11.0, 0 14 228  8 2024,    271.2880,     22.5781,    235.7211,      0.3344,    928.2013,      0.3745,  75334.4329,      2.6130,     64.6213,    -40.5301,     29.6154,  273.9131,0.219390
 151.21 -33.87   39.0, 0  8 325 11 2024,    310.4193,     17.6116,    137.7151,      0.5574,     68.0318,      0.7794,  74623.9854,      0.9764,     82.5020,     28.3454,     30.5536,  310.4193,0.190185
  55.30  25.20    5.0, 0 14 228  8 2024,    289.3321,      5.5509,    322.5290,      0.7457,    965.4032,      0.2411,  90760.3997,      4.1242,     18.2609,     -7.7934,    -98.6131,  298.2315,0.199935
 103.82   1.35   15.0, 0  9  46  2 2024,    286.8521,      7.2688,    201.5440,      0.5225,    506.7019,      0.5374,  71389.5925,      2.9603,     41.7354,    -42.8095,     53.3124,  287.5005,0.208520
 103.82   1.35   15.0, 0 10 135  5 2024,    251.9823,      2.1853,     86.3531,      0.0882,    302.3526,      0.7492,  65691.7379,      1.6564,     60.0337,     18.3682,     12.4522,  252.1196,0.236824
  28.05 -26.20 1753.0, 0 15 105  4 2024,    284.6976,     15.5157,    238.4789,      0.7228,     41.2036,      0.5211,  99550.4067,      1.0293,     76.5557,    -32.8141,     47.5128,  284.7707,0.210703
 -87.63  41.88  181.0, 0  9  46  2 2024,    306.5193,      9.8008,    326.0001,      0.1877,    934.2189,      0.6575,  93745.9837,      4.3304,     35.7763,    -26.8526,    -27.0922,  309.5279,0.190898
 151.21 -33.87   39.0, 0  9  46  2 2024,    301.0882,     14.4560,    140.1774,      0.0918,    311.5932,      0.4797,  61258.1564,      0.7303,      3.7056,     14.0523,    -51.0869,  302.8642,0.196229
-112.07  33.45  331.0, 0 16 299 10 2024,    308.5834,     13.8674,    259.7284,      0.9969,    565.5307,      0.0651,  84536.0499,      1.6206,     59.1211,    -44.1454,   -152.9337,  308.5834,0.191653
-112.07  33.45  331.0, 0  6  15  1 2024,    322.6931,      4.7113,    142.0847,      0.6502,    112.1031,      0.4101,  91312.7988,      3.9956,     37.4829,    -28.7979,      9.2741,  322.8041,0.180277
-122.00  37.50   25.0, 0 11 202  7 2024,    302.6447,     24.8066,    179.0806,      0.5546,    734.1133,      0.5569,  81097.7431,      3.6516,     79.1490,     -7.5227,   -169.0854,  302.6447,0.196404
  -0.13  51.51   11.0, 0  9 266  9 2024,    299.5554,      0.2978,    104.8403,      0.4492,    226.5252,      0.7979,  80516.0753,      2.2855,     47.3088,     -9.7244,   -117.7702,  300.4095,0.198192
-112.07  33.45  331.0, 0  9 266  9 2024,    251.1006,     17.2249,    240.2783,      0.2559,    552.1316,      0.1427,  98255.0170,      0.9290,     24.5768,      8.1695,   -119.9489,  255.0955,0.234444
 -87.63  41.88  181.0, 0 16 299 10 2024,    236.6237,     15.0139,      8.9951,      0.7867,    717.6987,      0.7001,  92256.6142,      4.9315,     59.7289,     -4.4398,    120.6341,  237.5621,0.248470
  28.05 -26.20 1753.0, 0 12 355 12 2024,    282.4181,     11.9966,    142.7145,      0.2622,    126.9882,      0.9073,  72258.5248,      2.7750,     11.6899,     19.9123,    131.4102,  282.5374,0.212490
  55.30  25.20    5.0, 0 16 299 10 2024,    256.2609,     23.2583,    110.2168,      0.4623,    129.0767,      0.7006,  77064.6014,      1.2721,     53.0319,     41.3620,   -117.0555,  256.2609,0.233511
  55.30  25.20    5.0, 0  9  46  2 2024,    251.5215,     22.4834,    127.1035,      0.9250,   1215.9296,      0.4978,  98860.8117,      4.5760,     61.5033,      2.1336,   -120.4328,  253.5530,0.235678
 139.69  35.69   40.0, 0 11 202  7 2024,    311.5864,      2.7851,    157.3882,      0.3276,    155.4506,      0.4996,  81516.8011,      3.1721,     32.8563,     19.4624,    166.3362,  312.7454,0.188324
  -0.13  51.51   11.0, 0  8 325 11 2024,    293.0087,      2.9963,     58.8389,      0.9758,    897.6417,      0.0787,  74840.1686,      3.1611,     55.0097,    -38.4232,    112.2731,  293.0087,0.204113
  -0.13  51.51   11.0, 0 10 135  5 2024,    293.4199,     15.2800,    148.1934,      0.2933,   1074.8923,      0.0334, 100885.2903,      2.3425,     13.3073,     25.6203,     81.5198,  299.4803,0.198936
  55.30  25.20    5.0, 0 16 299 10 2024,    234.6215,     22.0334,    191.5322,      0.9019,    804.8920,      0.7370,  82280.4652,      4.9752,     51.6139,    -27.8330,    -38.1609,  234.6907,0.250767
 151.21 -33.87   39.0, 0 12  75  3 2024,    233.7283,      2.9819,    184.0415,      0.8440,     48.1967,      0.0286,  77886.3129,      4.9143,     16.3445,    -29.8930,     22.5918,  234.3502,0.251040
 103.82   1.35   15.0, 0  9  46  2 2024,    241.5560,     17.2471,    150.1521,      0.7515,    566.1594,      0.8831,  73058.6161,      2.5278,     87.5890,     35.3193,     63.8061,  241.5560,0.245275
 103.82   1.35   15.0, 0 12  75  3 2024,    248.6391,     19.2372,    216.5337,      0.6407,    133.5825,      0.7757,  82148.6548,      1.1929,     52.3021,    -43.8652,     -6.0999,  248.7858,0.239491
-112.07  33.45  331.0, 0 12 355 12 2024,    244.1949,      2.2645,     44.8215,      0.9284,    989.1666,      0.7130,  86435.9821,      2.4460,     45.6961,     26.8888,   -154.6193,  244.1949,0.243164
 139.69  35.69   40.0, 0 12  75  3 2024,    276.2810,     15.9827,    253.6931,      0.6434,    724.5445,      0.0194,  70238.6381,      3.9821,     19.7062,      6.5522,   -101.7941,  280.4848,0.214132
  28.05 -26.20 1753.0, 0 12 355 12 2024,    242.7209,     24.0084,    104.7939,      0.4045,    702.8320,      0.8557,  97264.4591,      3.3495,     60.0127,    -14.3078,   -117.4315,  243.0079,0.244114
  -0.13  51.51   11.0, 0 10 135  5 2024,    239.9661,     14.3091,    166.3178,      0.3182,   1318.4272,      0.7653,  85708.5692,      3.3449,     16.3782,    -23.7491,   -125.7883,  241.9139,0.244989
-122.00  37.50   25.0, 0 13 172  6 2024,    316.8345,     14.8397,     23.3455,      0.6513,    512.1074,      0.9078,  83518.4483,      1.8344,     54.5214,     24.1442,    -59.0761,  317.0743,0.184861
  28.05 -26.20 1753.0, 0 14 228  8 2024,    314.0296,      4.8297,    338.8463,      0.4656,   1107.7503,      0.3808,  96250.1972,      3.9269,     54.1702,     28.2929,    128.8183,  326.2403,0.177528
 151.21 -33.87   39.0, 0  6  15  1 2024,    239.0215,     20.6882,    115.3564,      0.1894,    168.8349,      0.6946,  81014.7222,      3.3704,     72.9714,    -30.8745,   -148.0683,  239.1030,0.247238
  55.30  25.20    5.0, 0 13 172  6 2024,    289.1736,     21.7408,    180.7888,      0.9701,    512.7908,      0.1156,  90261.6320,      1.8860,     65.3929,     -5.6794,     20.0677,  290.9641,0.205749
 103.82   1.35   15.0, 0 11 202  7 2024,    306.1277,     19.3355,    182.1931,      0.8845,    524.1257,      0.8376,  67514.6641,      4.5134,     68.8960,     28.3505,    -53.0598,  306.3087,0.193473
 139.69  35.69   40.0, 0 15 105  4 2024,    292.4250,      0.0259,    167.5957,      0.1545,   1331.4668,      0.2603,  62205.0074,      0.6511,     34.1930,     36.0875,    126.5575,  315.6110,0.186031
-122.00  37.50   25.0, 0 11 202  7 2024,    284.5508,     24.9635,     10.0944,      0.1437,   1149.9105,      0.5845,  92794.8922,      3.9064,     57.1569,    -23.1986,     17.9013,  286.2106,0.209552
  55.30  25.20    5.0, 0 12 355 12 2024,    289.8171,      6.2259,    133.2409,      0.5433,    454.5655,      0.1166,  74053.3299,      0.8344,     18.0314,    -32.8485,    -48.0504,  296.1303,0.201616
  28.05 -26.20 1753.0, 0 10 135  5 2024,    269.6271,     12.5980,    134.1319,      0.1348,    806.3115,      0.5139,  66826.5722,      3.9008,     22.8341,    -36.2703,      6.5820,  270.5236,0.222101
  -0.13  51.51   11.0, 0  9  46  2 2024,    276.8102,     20.1889,     75.0631,      0.7720,   1138.4768,      0.7587,  98434.8727,      0.5567,     22.5875,      9.0717,     83.1576,  276.8102,0.217072
  -0.13  51.51   11.0, 0 12  75  3 2024,    256.4577,     19.8007,    122.4216,      0.1496,    231.4682,      0.0364,  93176.9217,      2.2090,     82.3416,    -34.6919,     92.7588,  256.5147,0.233308
  28.05 -26.20 1753.0, 0  8 325 11 2024,    291.6302,     24.8655,    172.0856,      0.1043,    949.9157,      0.5254,  63869.0267,      3.6733,      9.8830,    -24.1666,    138.5364,  292.7246,0.204340
 151.21 -33.87   39.0, 0 12  75  3 2024,    258.7992,      4.8586,    241.3590,      0.9602,    600.3497,      0.7670,  94017.2213,      1.8009,     21.5511,     41.4216,     52.7532,  260.3482,0.230241
-122.00  37.50   25.0, 0 11 202  7 2024,    264.0762,      5.5467,    218.0976,      0.9803,   1250.5951,      0.0855,  84179.7093,      3.9086,     18.2686,    -15.8550,     59.8421,  281.2991,0.213481
-112.07  33.45  331.0, 0 14 228  8 2024,    320.4314,     11.1044,     24.7301,      0.5221,     65.1636,      0.9690,  76129.2682,      2.8832,      0.4223,    -39.6137,    -30.6355,  320.4471,0.182162
  28.05 -26.20 1753.0, 0  9  46  2 2024,    298.6730,      5.5663,    329.6349,      0.2266,     77.5917,      0.0178,  62608.4458,      2.5739,     53.1625,     20.6861,    167.4154,  299.2033,0.199157
-112.07  33.45  331.0, 0 11 202  7 2024,    298.4592,     24.3364,     91.0138,      0.8842,    826.5294,      0.3146,  67412.4765,      4.0956,     77.9790,      0.4958,    123.2592,  298.4592,0.199753
 139.69  35.69   40.0, 0 14 228  8 2024,    235.1003,      0.1501,    220.5313,      0.8839,   1238.9149,      0.3823,  90006.2005,      1.9749,     18.8977,    -15.9921,    126.6319,  255.5645,0.234068
 -87.63  41.88  181.0, 0 13 172  6 2024,    302.1506,     12.0624,      4.0108,      0.9824,    753.9210,      0.0877,  74523.5196,      3.2129,     39.1732,     14.6967,    -24.3452,  308.2825,0.191894
 -46.63 -23.55  760.0, 0  6  15  1 2024,    257.0664,     23.9625,    152.4427,      0.5563,   1274.9666,      0.7171,  84751.5760,      3.3047,     41.7636,     -1.2292,    152.9749,  257.0664,0.232867
  55.30  25.20    5.0, 0  6  15  1 2024,    279.4417,     16.5149,    271.5897,      0.0206,    169.9920,      0.0213,  70119.0474,      4.7131,      6.5742,     17.5227,    152.6708,  279.4417,0.214967
  -0.13  51.51   11.0, 0  6  15  1 2024,    301.3675,     16.1601,    353.0102,      0.9088,    442.2587,      0.6636,  90162.1789,      4.7830,     38.2780,     23.8251,   -127.8552,  301.8222,0.197062
  28.05 -26.20 1753.0, 0 14 228  8 2024,    319.0216,     16.1881,    262.8353,      0.2997,    200.8307,      0.5852,  90719.0304,      4.0222,     71.9325,     -3.3960,    -25.8353,  319.0216,0.183303
 103.82   1.35   15.0, 0 12  75  3 2024,    319.8624,      3.9492,    109.7440,      0.7870,    772.6789,      0.4129,  91452.2154,      1.6921,     29.0118,     21.3864,     55.7161,  329.5670,0.174866
  55.30  25.20    5.0, 0 14 228  8 2024,    298.9643,      3.2991,    251.2914,      0.6644,    374.5087,      0.5810,  64446.9616,      1.8842,     14.5421,      2.0456,    112.8662,  302.7581,0.196314
-122.00  37.50   25.0, 0  6  15  1 2024,    243.2300,     17.4982,    175.0027,      0.0185,    888.7742,      0.4717,  63051.0321,      3.4711,      6.0454,    -23.3072,    100.3482,  243.2300,0.243936
 151.21 -33.87   39.0, 0 11 202  7 2024,    299.0039,     14.2710,    201.5469,      0.2119,   1330.5002,      0.3905,  75638.6201,      4.6840,     28.6123,     33.6499,    -83.3026,  302.6513,0.196399
 103.82   1.35   15.0, 0  9  46  2 2024,    238.2675,      2.3381,    353.5414,      0.8162,    492.0264,      0.0853,  60680.4283,      3.6473,     88.0379,    -40.3335,    108.3578,  238.2675,0.247906
-122.00  37.50   25.0, 0 16 299 10 2024,    270.5753,     16.9775,    250.8673,      0.7633,    294.6381,      0.2813,  75985.7259,      1.2067,     71.4909,     17.4496,     26.4315,  272.5560,0.220475
 -46.63 -23.55  760.0, 0 12 355 12 2024,    271.1462,     19.1780,    178.8828,      0.8517,    804.1051,      0.9908,  92477.7437,      4.8225,     39.5469,     38.3358,     54.6873,  271.1784,0.221577
  28.05 -26.20 1753.0, 0  9  46  2 2024,    277.8796,     16.1063,     27.2692,      0.1182,    867.4869,      0.0069,  96151.6865,      3.3100,     82.0407,    -10.0240,     26.9693,  277.8796,0.216216
 151.21 -33.87   39.0, 0  9 266  9 2024,    287.5711,     16.5562,     91.7326,      0.9805,    841.3679,      0.5312,  72685.5112,      0.8331,     26.6946,     31.9540,      0.2072,  289.2028,0.207158
 151.21 -33.87   39.0, 0 12 355 12 2024,    242.6220,      0.6629,    342.6697,      0.5963,    153.5660,      0.1429,  63564.3086,      2.1363,      8.0483,     39.5002,     82.4324,  245.6657,0.241987
 151.21 -33.87   39.0, 0 12 355 12 2024,    238.2075,      1.3017,    258.7566,      0.4894,   1088.2850,      0.8441,  80066.0300,      1.3248,     60.5504,     16.7591,    -15.9955,  239.8474,0.246642
 151.21 -33.87   39.0, 0  6  15  1 2024,    237.7597,      0.3381,      0.1655,      0.6840,   1211.2104,      0.7527,  64436.3864,      3.2952,     34.2757,     -1.2096,    -53.6605,  244.1425,0.243206
  55.30  25.20    5.0, 0 16 299 10 2024,    241.9958,     22.9936,    318.2281,      0.4171,    495.2331,      0.2023,  67971.8154,      4.8332,     56.3224,    -14.6234,    -26.5522,  242.4139,0.244589
 -46.63 -23.55  760.0, 0  9  46  2 2024,    276.4575,      3.7168,     97.2571,      0.3167,   1013.7618,      0.6222,  65666.9844,      4.4924,     12.5143,     32.9034,     79.5658,  280.3728,0.214222
