location,time,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta
  55.30  25.20    5.0, 0 15 105  4 2024,    267.5284,     15.9199,    148.4993,      0.6433,    823.3122,      0.9313,  72250.7835,      3.3833,     79.6920,     37.0400,     -2.2964,  267.6215,0.224423
  -0.13  51.51   11.0, 0 12 355 12 2024,    284.2742,      3.7240,    344.7542,      0.3989,    880.6628,      0.8733,  69612.5364,      0.6917,     54.4548,     16.2396,    -47.6824,  286.3481,0.209442
-122.00  37.50   25.0, 0 13 172  6 2024,    246.9457,     15.7897,    344.9452,      0.8436,     70.5538,      0.0958,  68479.8983,      1.4115,      7.3575,    -17.6722,   -167.7575,  247.5693,0.240465
  28.05 -26.20 1753.0, 0  9 266  9 2024,    278.1085,     17.6430,     44.3488,      0.1834,   1175.3903,      0.9542,  78419.5723,      1.0431,     24.2608,     20.2122,     22.0194,  278.3274,0.215858
 -46.63 -23.55  760.0, 0  9  46  2 2024,    262.9155,     14.8449,      3.9881,      0.2354,    571.0533,      0.1556,  82793.5239,      4.7259,     34.5038,      9.5216,     10.2439,  264.9986,0.226521
-122.00  37.50   25.0, 0  9 266  9 2024,    275.0229,      9.8523,    158.0173,      0.6011,    725.9496,      0.0968,  63380.3292,      3.1638,     47.8125,     16.9150,    -32.6382,  282.4103,0.212592
 139.69  35.69   40.0, 0 12 355 12 2024,    306.6167,     21.2664,    198.6759,      0.3250,    396.5619,      0.5754,  89604.2121,      1.1423,     25.2551,     13.4577,    165.9914,  306.7985,0.193081
-112.07  33.45  331.0, 0  6  15  1 2024,    312.3331,      7.9995,    339.0866,      0.0540,    844.1848,      0.7874,  67213.8027,      1.3759,      9.4551,     -4.1039,    145.1658,  312.3331,0.188654
  55.30  25.20    5.0, 0 12 355 12 2024,    234.4821,     15.9802,    332.1397,      0.4366,   1288.4203,      0.6176,  76497.2867,      4.4267,     12.3067,     37.1150,   -135.5599,  236.1708,0.249583
 -87.63  41.88  181.0, 0 10 135  5 2024,    245.5210,     21.9904,     67.1806,      0.4376,   1152.7343,      0.4685,  67485.3018,      1.4843,     11.5895,    -25.7325,    -47.4389,  249.8005,0.238680
  -0.13  51.51   11.0, 0 10 135  5 2024,    320.2394,     13.0157,    200.3067,      0.1423,   1212.2131,      0.8253,  80561.2548,      1.5222,     85.2379,      3.1030,     89.4295,  320.2394,0.182328
-112.07  33.45  331.0, 0 13 172  6 2024,    256.1974,     17.3780,    338.2382,      0.9629,   1226.4665,      0.3808,  78615.6862,      0.5568,     59.7347,     26.9328,    164.2900,  259.9768,0.230539
-112.07  33.45  331.0, 0 14 228  8 2024,    285.9266,     23.6363,    114.1554,      0.8996,     58.4250,      0.2614,  67104.8648,      2.0879,     43.4726,    -29.9442,    -10.2402,  286.1182,0.209625
 -87.63  41.88  181.0, 0  8 325 11 2024,    247.7265,     15.7733,    285.9141,      0.0428,    311.6768,      0.3182,  64775.4727,      0.6602,     23.5377,    -17.5941,    -53.3799,  249.1550,0.239196
-122.00  37.50   25.0, 0 16 299 10 2024,    249.5765,     18.9621,    139.3829,      0.1964,    716.9724,      0.2529,  75960.3796,      2.6558,     33.7455,    -37.4635,    -73.3790,  249.5765,0.238859
  28.05 -26.20 1753.0, 0 10 135  5 2024,    313.7051,      3.4875,    192.3282,      0.9123,   1315.8042,      0.3569,  87769.7245,      0.8735,     55.7657,    -40.8250,     10.4924,  313.7051,0.187556
 103.82   1.35   15.0, 0  8 325 11 2024,    254.9724,     16.0826,    232.2312,      0.7224,    628.3922,      0.3332,  63933.5319,      4.1390,     46.1713,     16.8853,     21.2598,  256.1245,0.233620
 151.21 -33.87   39.0, 0  9 266  9 2024,    270.7924,     17.0188,    295.9894,      0.7851,    450.7565,      0.0738,  64534.7009,      4.3953,     52.9569,    -32.3593,    -96.5472,  273.4873,0.219730
-122.00  37.50   25.0, 0 12  75  3 2024,    276.5948,      3.7665,     92.1184,      0.9939,    295.9191,      0.5898,  90762.8082,      3.6563,     45.9872,    -20.5815,     88.0339,  277.9495,0.216160
  -0.13  51.51   11.0, 0 16 299 10 2024,    322.8622,      5.5175,    196.8864,      0.9313,    903.1199,      0.7898,  70263.6931,      3.9057,      8.1020,    -26.1788,    -96.3270,  322.8622,0.180230
 -87.63  41.88  181.0, 0 15 105  4 2024,    273.9782,     12.9428,    241.0843,      0.9144,   1278.3359,      0.7001,  94484.3672,      3.2901,     62.6489,    -20.3627,     29.1383,  277.1123,0.216830
 151.21 -33.87   39.0, 0 12  75  3 2024,    244.9928,     18.2896,    247.2795,      0.1432,    973.2263,      0.5153,  68191.1643,      2.0816,     59.3311,     44.3898,     21.1411,  245.0401,0.242488
 139.69  35.69   40.0, 0 11 202  7 2024,    261.0767,     17.1354,    333.8505,      0.9275,    581.7095,      0.5285, 100363.5706,      0.5897,     74.8233,    -42.1910,   -140.4962,  261.6687,0.229185
 -46.63 -23.55  760.0, 0  8 325 11 2024,    280.8974,      2.8661,    117.3190,      0.5445,    886.1828,      0.8865,  89358.9837,      4.6741,     74.3147,     16.2561,    176.8294,  280.8974,0.213802
  55.30  25.20    5.0, 0  9  46  2 2024,    321.9994,      6.8859,    222.8740,      0.9411,    932.6392,      0.4103,  85969.5550,      0.6655,     36.1538,     11.7660,    -91.6484,  332.8739,0.172221
  28.05 -26.20 1753.0, 0 11 202  7 2024,    244.3546,     17.4489,    325.5560,      0.6218,    418.7986,      0.0661,  82677.3680,      2.5543,     40.1777,     38.6569,    163.5569,  246.5457,0.241283
-122.00  37.50   25.0, 0 11 202  7 2024,    278.0680,      8.7404,     62.3278,      0.5163,   1304.5159,      0.8255,  95010.7916,      4.7632,     85.0409,     39.7907,    -67.1989,  279.0530,0.215278
 -46.63 -23.55  760.0, 0 11 202  7 2024,    315.8436,     23.1163,    264.9062,      0.1495,    243.9581,      0.3883,  67100.7643,      3.7274,      6.8390,     25.9947,   -172.0494,  316.5001,0.185320
-112.07  33.45  331.0, 0 12  75  3 2024,    258.3706,     14.1195,    248.5042,      0.2021,    257.7975,      0.7771,  98622.1910,      4.2889,     75.2365,     44.9660,   -156.0469,  258.3706,0.231824
 -87.63  41.88  181.0, 0 11 202  7 2024,    290.5479,      8.3986,    114.1235,      0.1469,    739.8265,      0.7345,  91497.5421,      4.9550,     17.7070,     35.0243,    -97.2840,  292.6850,0.204372
  55.30  25.20    5.0, 0  6  15  1 2024,    261.9254,      0.1799,    287.1617,      0.7859,    611.8448,      0.8497,  66592.3046,      3.2511,     48.7029,     12.9354,    106.3398,  261.9254,0.228980
  28.05 -26.20 1753.0, 0  8 325 11 2024,    293.7336,     20.5717,    160.5463,      0.4493,    587.3539,      0.1470,  64592.6787,      2.4412,     74.0622,    -27.1701,    -49.1518,  296.4485,0.201361
 139.69  35.69   40.0, 0 14 228  8 2024,    252.8280,     13.6347,    107.1483,      0.6979,    982.1231,      0.6806,  91375.9003,      0.6505,     51.7471,     10.7967,     98.0994,  256.9541,0.232957
 103.82   1.35   15.0, 0 11 202  7 2024,    301.0397,     23.4416,    129.6028,      0.0931,    496.6888,      0.5577,  89989.9991,      1.8766,     72.9312,     35.8911,    167.3748,  301.7493,0.197121
  28.05 -26.20 1753.0, 0 15 105  4 2024,    264.2063,     16.0138,    222.9882,      0.6982,    811.9885,      0.5689,  64481.3459,      1.3374,     32.4744,     10.2294,     41.5248,  266.3552,0.225436
-122.00  37.50   25.0, 0  9 266  9 2024,    278.2168,     18.8876,    290.7217,      0.8049,    655.6838,      0.6505,  74434.5025,      0.6780,     72.3110,     41.8188,    -24.5151,  280.0103,0.214512
 151.21 -33.87   39.0, 0  6  15  1 2024,    250.7977,      3.0577,    354.6195,      0.5015,    526.1525,      0.7057,  97696.8475,      1.9407,     60.9163,    -22.8520,   -133.1951,  252.6161,0.236427
-122.00  37.50   25.0, 0  9 266  9 2024,    250.6797,     13.4238,    226.1323,      0.4024,   1128.3189,      0.1042,  60793.9826,      2.2504,     83.9153,     38.8080,    -82.8209,  257.5613,0.232471
  -0.13  51.51   11.0, 0 11 202  7 2024,    308.9726,      2.0903,    192.5101,      0.8658,   1126.9097,      0.3787,  65083.8282,      4.4034,     30.3258,    -15.0820,    145.5707,  317.2321,0.184734
 139.69  35.69   40.0, 0  8 325 11 2024,    255.0041,     21.5407,     55.0559,      0.9669,    299.1152,      0.7548,  72846.8929,      2.8525,     66.5273,     13.9477,     63.4712,  255.0041,0.234517
 151.21 -33.87   39.0, 0 11 202  7 2024,    320.2815,      0.3986,     89.2132,      0.9675,    479.2422,      0.3096, 100062.3256,      2.3765,      4.5513,      3.3054,     28.2930,  325.8587,0.177833
 -87.63  41.88  181.0, 0 16 299 10 2024,    257.9074,      0.7921,    120.6713,      0.1968,    822.3053,      0.0612,  90917.6022,      1.5017,     26.6172,      0.9477,    -28.8893,  262.8332,0.228253
  55.30  25.20    5.0, 0 10 135  5 2024,    299.4310,      9.4389,    240.4124,      0.9827,    735.2641,      0.8494,  65180.7319,      2.9715,     57.8466,    -22.2504,    -11.9629,  300.2506,0.198320
 103.82   1.35   15.0, 0 15 105  4 2024,    241.1661,      0.9942,    324.8814,      0.6001,     52.9465,      0.0168,  65367.0248,      3.1764,     37.7141,     37.0886,    -24.2534,  241.5176,0.245306
-122.00  37.50   25.0, 0  9 266  9 2024,    253.6986,     15.9190,    250.8158,      0.5617,    502.7816,      0.0173,  93549.8171,      1.6881,     58.2418,    -26.9718,    -26.1992,  257.8940,0.232205
  -0.13  51.51   11.0, 0 12  75  3 2024,    290.3508,     13.1362,      1.4877,      0.3852,    847.1353,      0.8483,  75229.7734,      0.9940,     83.8544,     41.5142,   -119.2169,  290.3508,0.206239
  28.05 -26.20 1753.0, 0  8 325 11 2024,    272.0456,     23.7630,    349.7016,      0.4673,    488.9335,      0.4970,  64296.5040,      4.8055,     12.3535,     30.2836,    139.7777,  272.5859,0.220451
  28.05 -26.20 1753.0, 0 12 355 12 2024,    235.5813,     20.7391,     43.3789,      0.2324,    483.1894,      0.2862,  69020.5931,      3.1662,     41.6966,     16.4261,    -89.9107,  237.1618,0.248791
 151.21 -33.87   39.0, 0 12  75  3 2024,    264.1309,      4.2337,    118.5230,      0.5776,   1240.2123,      0.7265,  86723.7675,      1.4967,     14.7953,    -13.6216,    179.7293,  271.7767,0.221099
 -87.63  41.88  181.0, 0 15 105  4 2024,    235.3407,     16.4516,     41.0708,      0.1689,   1227.2974,      0.9039,  68683.8860,      0.7537,     39.7635,     10.1871,     80.2265,  236.7938,0.249085
 -87.63  41.88  181.0, 0  8 325 11 2024,    280.0288,     21.9252,     18.3667,      0.1917,   1265.2892,      0.0332,  62866.8209,      3.4848,     48.2301,     -3.1248,    -87.0559,  285.5688,0.210065
  -0.13  51.51   11.0, 0 10 135  5 2024,    306.7129,      9.7272,    288.0382,      0.3335,    894.5846,      0.4406,  96916.1590,      4.8152,      8.3388,     44.1328,    -55.0392,  310.7358,0.189931
 139.69  35.69   40.0, 0 10 135  5 2024,    312.9690,     20.5440,     18.7325,      0.6242,    765.0581,      0.2143,  71757.2490,      3.3889,     59.0053,     39.1195,    -29.4267,  315.6152,0.186028
  -0.13  51.51   11.0, 0  6  15  1 2024,    315.5075,     11.3690,    120.4013,      0.1728,    723.5872,      0.7834,  92188.9953,      3.6272,     60.0861,     16.6159,     67.2895,  315.5075,0.186114
-112.07  33.45  331.0, 0 15 105  4 2024,    306.8299,     23.3581,    234.9227,      0.2546,    918.6116,      0.9472,  94979.5786,      3.5216,     64.5925,     -3.2210,     94.5057,  307.1014,0.192839
-112.07  33.45  331.0, 0  9 266  9 2024,    315.0693,     23.3748,     18.4359,      0.2278,   1041.3764,      0.6765,  73741.2343,      2.7713,     42.2793,     43.6667,   -170.0847,  315.4440,0.186165
 -46.63 -23.55  760.0, 0 13 172  6 2024,    279.5159,      2.0643,    230.3507,      0.0651,   1117.9638,      0.6764,  65959.4146,      1.6277,     23.3039,     24.7098,    153.5451,  288.1380,0.208010
 103.82   1.35   15.0, 0 15 105  4 2024,    261.7028,     16.9290,      3.9732,      0.8846,   1356.9484,      0.8910,  73861.0788,      1.5269,     35.8301,    -28.1206,     12.8297,  262.4984,0.228521
  -0.13  51.51   11.0, 0 10 135  5 2024,    281.5070,      0.9045,     63.0796,      0.1308,    104.2617,      0.6037,  60305.7906,      3.9282,     10.5150,    -17.3776,     21.0289,  282.4526,0.212558
 -87.63  41.88  181.0, 0 12  75  3 2024,    252.0121,      3.3462,     32.4973,      0.2204,    367.0562,      0.6958,  77298.5548,      2.6686,     28.3112,     -9.3891,   -172.4999,  252.7556,0.236316
 -46.63 -23.55  760.0, 0  9 266  9 2024,    279.9589,      7.9448,    321.9664,      0.7701,     49.0006,      0.4879,  92236.5433,      3.3026,      5.2699,    -19.1853,   -134.0668,  280.2087,0.214353
 -87.63  41.88  181.0, 0  8 325 11 2024,    295.6936,      3.3470,    358.5299,      0.6652,    314.7045,      0.6619,  66544.3515,      1.0748,     45.3956,     38.7169,    -66.6489,  297.5074,0.200514
-112.07  33.45  331.0, 0 10 135  5 2024,    237.7070,     14.6421,      8.1364,      0.9963,    325.4707,      0.8442,  81737.2712,      2.4920,     67.2568,     44.0558,   -105.3164,  237.9477,0.248162
-122.00  37.50   25.0, 0  8 325 11 2024,    235.1913,      1.5183,      9.5233,      0.4790,    702.4188,      0.4746,  76362.2008,      4.6547,      0.5506,     -5.1226,     -9.1294,  236.8089,0.249073
  -0.13  51.51   11.0, 0  6  15  1 2024,    254.5283,     17.2509,    299.6297,      0.3213,    252.9570,      0.4473,  94622.9563,      3.6799,      1.8231,    -32.1459,   -157.9605,  254.5325,0.234894
  55.30  25.20    5.0, 0 10 135  5 2024,    281.5991,     19.0083,    101.9521,      0.8273,     37.6915,      0.2662,  93897.8326,      0.9408,     40.4058,    -20.9653,     96.7758,  281.7070,0.213154
 -87.63  41.88  181.0, 0 16 299 10 2024,    263.4599,      3.8101,    301.5768,      0.4793,    873.2194,      0.7772,  89106.0477,      1.9442,     52.5698,     13.3404,    -35.1867,  263.7424,0.227526
-122.00  37.50   25.0, 0  9 266  9 2024,    242.1153,      2.9218,     35.8579,      0.6795,    932.3650,      0.5662,  74877.6289,      0.9798,     11.1712,     38.9742,    -48.1562,  248.2206,0.239944
 -87.63  41.88  181.0, 0  9 266  9 2024,    301.2795,      0.9341,    303.8962,      0.7345,    625.8713,      0.9183,  71958.4550,      4.1875,     65.8786,     31.8321,    131.3542,  301.2795,0.197496
  -0.13  51.51   11.0, 0 15 105  4 2024,    302.5884,     23.3235,     28.5299,      0.2995,   1126.5638,      0.4440,  64315.9553,      0.5348,     43.7949,    -33.7896,   -166.1044,  302.5883,0.196449
 -46.63 -23.55  760.0, 0 15 105  4 2024,    294.8371,     24.3179,    222.4275,      0.8027,    774.8757,      0.0342,  71178.5667,      0.5543,     89.0167,     14.3137,    -70.2265,  294.8371,0.202650
  55.30  25.20    5.0, 0 13 172  6 2024,    260.0202,     10.9158,     27.1133,      0.8900,   1003.7691,      0.0763,  71169.7663,      3.0389,     70.5254,    -13.0775,     93.2291,  265.6951,0.225964
-122.00  37.50   25.0, 0 10 135  5 2024,    277.7615,     13.7991,    289.1549,      0.1653,    931.5939,      0.5614,  61192.5058,      2.8510,     65.7451,     21.9876,    -22.5362,  280.3954,0.214204
-112.07  33.45  331.0, 0  6  15  1 2024,    283.0405,      9.2692,    101.5975,      0.5645,   1188.3947,      0.0868,  66699.9078,      4.2222,      5.4197,     16.9621,    -23.1169,  283.8969,0.211403
  28.05 -26.20 1753.0, 0  8 325 11 2024,    252.3379,      7.9638,    320.2065,      0.7341,    402.0679,      0.8782,  63965.1638,      3.8343,     24.1025,     23.3056,     30.6205,  252.5895,0.236448
 139.69  35.69   40.0, 0 10 135  5 2024,    240.4037,     20.6805,    182.4838,      0.4686,    863.0364,      0.1749,  61846.0696,      2.1959,     69.0469,     -5.1654,     69.0249,  240.4037,0.246197
  -0.13  51.51   11.0, 0 16 299 10 2024,    301.8161,      8.9043,    350.3473,      0.0536,    231.8865,      0.8316,  68993.6934,      4.5778,     14.4888,      0.1542,   -127.5757,  301.8161,0.197067
  28.05 -26.20 1753.0, 0  8 325 11 2024,    303.0192,      9.6057,    169.8837,      0.6621,    858.9755,      0.1145,  96866.1850,      2.3023,     49.0092,     -8.2244,    -53.2350,  313.1057,0.188035
  -0.13  51.51   11.0, 0 10 135  5 2024,    320.2928,      2.4637,    283.0569,      0.9652,    144.2910,      0.6281,  91010.3772,      0.8541,     41.7980,     -0.0439,    -29.3234,  321.9627,0.180950
  28.05 -26.20 1753.0, 0 13 172  6 2024,    283.1507,     16.6088,    145.0447,      0.3033,   1296.1756,      0.0155,  99944.8078,      1.9607,     71.4091,    -36.7405,    134.3661,  291.9075,0.204994
-122.00  37.50   25.0, 0 13 172  6 2024,    296.2240,     16.1171,    178.2310,      0.0360,    513.5077,      0.7153,  64346.3425,      0.5111,     14.5448,     39.5489,    152.0893,  297.7655,0.200308
 151.21 -33.87   39.0, 0 15 105  4 2024,    276.4118,      8.0644,    192.1657,      0.5175,    602.2942,      0.5243,  81536.2405,      3.3404,     47.8851,    -13.1173,   -104.2070,  276.4118,0.217391
-122.00  37.50   25.0, 0 16 299 10 2024,    266.4614,      4.4088,    269.2194,      0.5802,   1211.8794,      0.3344,  63890.1485,      3.8981,     24.6895,    -16.1398,    -43.9766,  268.3616,0.223831
  28.05 -26.20 1753.0, 0 14 228  8 2024,    298.6680,     17.3676,    195.9294,      0.0408,   1190.1319,      0.7431,  72706.8337,      3.8187,     29.1518,     37.6488,    -32.6862,  299.0684,0.199265
  55.30  25.20    5.0, 0  9  46  2 2024,    261.9764,      4.7403,    327.6218,      0.6931,   1228.6643,      0.8246,  61788.1831,      0.7618,     88.4861,    -38.2684,     12.6028,  263.5075,0.227714
 139.69  35.69   40.0, 0 12  75  3 2024,    315.8854,     11.2824,    312.8709,      0.3641,   1073.6592,      0.6631,  64279.6929,      4.2452,      1.7338,    -37.7296,    165.5878,  318.5040,0.183717
-112.07  33.45  331.0, 0 13 172  6 2024,    261.8170,     23.4880,     98.2414,      0.1412,   1166.6273,      0.1002,  70194.7012,      4.0642,      5.0407,    -31.5426,     38.7140,  266.9994,0.224921
 151.21 -33.87   39.0, 0 11 202  7 2024,    292.9500,      0.1071,    359.2569,      0.1854,    326.2549,      0.5323,  85666.5582,      3.5940,      7.4472,    -19.3215,     53.7554,  295.2198,0.202344
-122.00  37.50   25.0, 0 11 202  7 2024,    265.3110,      6.7612,     30.8976,      0.7157,    381.3660,      0.5696,  85892.6370,      2.7603,     17.3608,    -41.4647,    173.2631,  266.8967,0.225003
-112.07  33.45  331.0, 0 10 135  5 2024,    268.2996,     16.6001,    177.6963,      0.1632,    619.6736,      0.4258,  98384.9783,      2.0718,     55.9111,    -13.9374,     -2.4396,  270.4436,0.222165
 139.69  35.69   40.0, 0 10 135  5 2024,    264.3875,      1.6263,    145.3247,      0.5684,   1216.3073,      0.5492,  94951.3071,      3.4268,     42.3343,    -11.8682,     13.8746,  274.6070,0.218834
 103.82   1.35   15.0, 0 13 172  6 2024,    251.2337,     13.0983,     89.8327,      0.1275,    613.9075,      0.4325,  99679.6759,      2.2224,     71.6263,    -13.8615,   -132.5511,  252.5651,0.236468
 -46.63 -23.55  760.0, 0 10 135  5 2024,    294.5417,      6.8627,    278.5533,      0.9298,    347.3000,      0.3210,  78000.1824,      2.2378,     13.1337,    -21.5039,     19.6870,  296.2666,0.201507
 139.69  35.69   40.0, 0 15 105  4 2024,    305.0346,      7.3535,     79.5347,      0.3144,    981.8234,      0.0906,  94792.4751,      0.6532,     88.2372,     -0.8314,    105.5806,  318.0486,0.184081
 -87.63  41.88  181.0, 0 15 105  4 2024,    320.1577,      3.5371,    353.3371,      0.4200,    475.8543,      0.7322,  76929.4899,      1.2574,     64.5112,     -2.2037,   -141.7540,  320.1577,0.182394
 139.69  35.69   40.0, 0  9 266  9 2024,    297.6120,     16.5673,    150.9314,      0.7470,    314.1772,      0.6474,  64688.2469,      2.9778,     13.1968,    -15.7046,     66.6565,  298.0073,0.200114
  28.05 -26.20 1753.0, 0 11 202  7 2024,    317.2746,      0.8365,    148.2065,      0.9567,    416.6953,      0.0797,  66383.2703,      0.5918,     28.9946,    -24.5726,     63.4280,  321.2808,0.181495
  28.05 -26.20 1753.0, 0  9 266  9 2024,    261.5903,     21.9585,    304.3157,      0.5338,    313.0038,      0.1836,  80114.8224,      1.0144,     10.3041,      8.2464,    -10.4908,  263.0876,0.228050
 -87.63  41.88  181.0, 0 13 172  6 2024,    260.5642,     19.8781,    179.4499,      0.1418,      9.6458,      0.8112,  65295.7437,      2.3070,     89.2963,     26.2777,     53.1277,  260.5689,0.230065
  28.05 -26.20 1753.0, 0 13 172  6 2024,    300.0661,      3.1761,    217.6407,      0.9919,    959.5597,      0.0708,  81616.4375,      3.4980,     34.6161,    -43.3613,    -15.1104,  301.0552,0.197676
 -46.63 -23.55  760.0, 0 10 135  5 2024,    292.0275,      5.9843,    181.4784,      0.3818,    680.3089,      0.0777,  82977.3251,      1.9556,     73.4146,     25.4271,    -54.0480,  294.2525,0.203118
 103.82   1.35   15.0, 0 11 202  7 2024,    274.1748,     13.0822,    259.6886,      0.1304,   1340.0267,      0.0274,  84190.6791,      3.3481,     28.8411,    -36.2602,   -123.4720,  284.6945,0.210764
 -46.63 -23.55  760.0, 0 13 172  6 2024,    316.1891,      8.5768,    334.6080,      0.4578,   1347.2489,      0.1038,  95244.2578,      1.9916,     22.9685,    -15.3631,   -112.8108,  328.5575,0.175674
 -87.63  41.88  181.0, 0  9  46  2 2024,    248.9798,      7.2408,    297.6354,      0.2519,    614.6427,      0.3617,  74824.4148,      1.5497,     85.9498,     27.5762,    158.8086,  248.9798,0.239336
  28.05 -26.20 1753.0, 0  9  46  2 2024,    267.9993,     14.0511,    267.9645,      0.1640,    991.4202,      0.2211,  76508.1241,      1.8998,      4.5735,    -25.3019,     22.7747,  273.4907,0.219727
-122.00  37.50   25.0, 0 13 172  6 2024,    316.8646,     18.5549,    173.4029,      0.2897,   1231.1960,      0.7360,  94105.4632,      3.4878,     57.5774,      8.4838,     30.3443,  318.7987,0.183481
 -46.63 -23.55  760.0, 0 15 105  4 2024,    239.4322,     10.6984,    270.7388,      0.0457,    711.2876,      0.1404,  67100.2227,      2.2928,     20.3068,     19.3750,     92.4815,  245.1230,0.242422
  28.05 -26.20 1753.0, 0  9 266  9 2024,    269.9127,     17.4430,    320.3478,      0.6020,    101.1794,      0.6884,  69844.2690,      1.8237,      1.5891,     41.6477,    -76.1631,  270.0631,0.222470
 -46.63 -23.55  760.0, 0  6  15  1 2024,    302.3918,     24.7681,    331.3082,      0.6074,    600.3912,      0.0759,  65235.3884,      0.8069,     39.7625,    -12.3066,    131.1750,  302.3918,0.196607
 -46.63 -23.55  760.0, 0  9  46  2 2024,    270.2479,      4.7205,    175.6650,      0.4362,    978.6618,      0.1197,  64903.3708,      4.2348,     50.7247,    -32.2013,     15.9860,  274.0055,0.219316
  55.30  25.20    5.0, 0 11 202  7 2024,    299.2741,      4.5450,    137.8337,      0.0251,    755.0719,      0.7194,  92788.9504,      4.1667,     87.2889,    -17.8821,     87.2648,  299.2741,0.199101
-122.00  37.50   25.0, 0  9  46  2 2024,    263.6838,     12.0336,    330.5645,      0.5995,    108.6822,      0.7910,  80672.0481,      1.6071,      8.2332,     -9.0382,     67.5304,  263.7887,0.227489
 139.69  35.69   40.0, 0 11 202  7 2024,    302.7366,      3.6520,     68.2800,      0.7875,    786.7190,      0.1273,  99613.3901,      4.9830,     21.9454,     -1.2563,     51.0904,  316.2101,0.185552
  28.05 -26.20 1753.0, 0 12  75  3 2024,    302.1606,     17.1953,    342.0541,      0.8067,    717.6189,      0.7405,  62523.4819,      3.9940,     54.5032,    -13.3232,    132.8690,  303.2834,0.195893
-112.07  33.45  331.0, 0  9 266  9 2024,    320.9179,     11.5375,     59.2250,      0.7239,   1173.5636,      0.7111, 100792.4774,      4.7158,     72.6839,      5.9147,    -17.4016,  323.8684,0.179425
 139.69  35.69   40.0, 0 12 355 12 2024,    250.7377,     13.1763,    207.0464,      0.7975,    828.5961,      0.4759,  74310.9990,      1.2220,     58.6257,     31.5083,     94.8075,  251.7850,0.237092
  -0.13  51.51   11.0, 0 12 355 12 2024,    314.9275,      2.0343,    229.3597,      0.1406,    505.6812,      0.7219,  81137.1083,      2.0953,     27.1703,    -15.1028,     49.7841,  316.9707,0.184943
 139.69  35.69   40.0, 0  9  46  2 2024,    306.6630,      2.7120,    163.9278,      0.0656,    759.3839,      0.3846,  82243.6910,      1.9940,     40.6916,     44.7611,    110.0700,  306.6630,0.193190
 139.69  35.69   40.0, 0 15 105  4 2024,    271.3665,     24.6191,     47.7178,      0.9645,    402.9756,      0.0023,  81577.2005,      2.1558,     32.2633,     18.0699,    -50.1842,  272.2898,0.220688
  28.05 -26.20 1753.0, 0 14 228  8 2024,    281.6838,     23.2204,    230.1754,      0.9345,   1140.3873,      0.3432,  85402.4699,      3.7410,     53.5794,     15.8600,     68.1013,  284.2192,0.211145
 103.82   1.35   15.0, 0 12 355 12 2024,    286.2245,     11.2881,    283.4258,      0.5459,   1287.2791,      0.6326,  68816.1601,      1.7773,     87.3433,    -32.4649,    126.2245,  286.2245,0.209540
  55.30  25.20    5.0, 0  9  46  2 2024,    284.4487,     13.2498,    280.6792,      0.9564,    189.9214,      0.5500,  87544.6991,      1.2464,      2.6892,    -23.4038,     45.4058,  285.0239,0.210501
-122.00  37.50   25.0, 0 16 299 10 2024,    312.4468,     22.5774,    168.7966,      0.0984,    181.8549,      0.9326,  78306.6061,      3.9689,     35.5415,     -4.3399,     41.9893,  312.5049,0.188516
  28.05 -26.20 1753.0, 0  8 325 11 2024,    306.9811,      6.4348,      7.5417,      0.5149,    125.0721,      0.4897,  84350.8752,      3.4994,     29.8926,    -32.2492,   -113.4088,  307.7743,0.192301
-112.07  33.45  331.0, 0 11 202  7 2024,    279.5823,     14.1238,    144.7810,      0.2550,    248.4730,      0.2491,  68588.6945,      0.6785,     44.1629,    -16.3086,    161.0071,  280.9520,0.213758
  28.05 -26.20 1753.0, 0 12 355 12 2024,    246.7966,      3.4390,    290.0469,      0.1261,    809.7904,      0.4631,  72889.7139,      4.1848,     16.6078,     24.6255,   -126.8278,  255.1293,0.234417
 -46.63 -23.55  760.0, 0 10 135  5 2024,    245.9136,     22.0019,     77.1626,      0.2384,    637.5941,      0.6819,  81596.7048,      4.6370,     82.4899,     15.3223,   -156.2350,  246.9172,0.240986
 151.21 -33.87   39.0, 0  6  15  1 2024,    287.3132,     20.9916,    267.5025,      0.0631,    545.1596,      0.2863,  83030.8731,      1.1743,     13.7613,     22.0861,    117.7042,  287.3132,0.208669
 151.21 -33.87   39.0, 0 11 202  7 2024,    310.7260,      0.1602,    304.0534,      0.6159,    486.1177,      0.3458,  63154.8516,      1.3594,     65.8296,     20.5881,      8.6670,  310.7260,0.189939
-122.00  37.50   25.0, 0 14 228  8 2024,    281.0637,     10.9063,     62.2619,      0.5228,    906.4856,      0.6434,  99380.7538,      2.6911,     20.8652,     11.3749,     35.7809,  284.6901,0.210768
  28.05 -26.20 1753.0, 0 13 172  6 2024,    272.1255,     21.9884,     48.9453,      0.2623,    372.8622,      0.4550,  82152.8554,      4.3053,     14.9321,     34.6646,    -16.7174,  272.5450,0.220484
 -46.63 -23.55  760.0, 0  9  46  2 2024,    247.6360,      4.3875,    331.1737,      0.0930,      9.2154,      0.6304,  94052.4328,      2.1368,     28.4928,     26.4333,     36.5451,  247.6631,0.240390
